race_id,district,precinct_id,ward,precinct,challenger,incumbent,endorsed_candidate,challenger_votes,incumbent_votes,extra_candidate_votes,two_candidate_votes,contest_ballots,challenger_share_pct,endorsed_share_pct,wu_2021_preliminary_share_pct,wu_2021_final_share_pct,wu_2025_preliminary_share_pct,wu_2021_preliminary_wu_votes_est,wu_2021_preliminary_valid_votes_est,wu_2021_final_wu_votes_est,wu_2021_final_valid_votes_est,wu_2025_preliminary_wu_votes,wu_2025_preliminary_valid_votes,outcome_note
norfolk-suffolk,Norfolk and Suffolk,BOS-20-4,20,4,Persis Yu,Michael Rush,Michael Rush,437,98,0,535,551,81.6822,18.3178,52.1951,81.7829,89.2982,321.0,615.0,633.0,774.0,509,570,"Yu won; Mayor Wu endorsed incumbent Michael Rush, not challenger Persis Yu."
norfolk-suffolk,Norfolk and Suffolk,BOS-20-5,20,5,Persis Yu,Michael Rush,Michael Rush,197,256,0,453,482,43.4879,56.5121,29.1173,43.6635,55.1724,221.0,759.0,410.0,939.0,320,580,"Yu won; Mayor Wu endorsed incumbent Michael Rush, not challenger Persis Yu."
norfolk-suffolk,Norfolk and Suffolk,BOS-20-6,20,6,Persis Yu,Michael Rush,Michael Rush,318,314,0,632,657,50.3165,49.6835,36.3844,53.4838,62.4826,318.0,874.0,545.0,1019.0,448,717,"Yu won; Mayor Wu endorsed incumbent Michael Rush, not challenger Persis Yu."
norfolk-suffolk,Norfolk and Suffolk,BOS-20-7,20,7,Persis Yu,Michael Rush,Michael Rush,206,137,0,343,351,60.0583,39.9417,35.0093,56.5598,67.381,188.0,537.0,388.0,686.0,283,420,"Yu won; Mayor Wu endorsed incumbent Michael Rush, not challenger Persis Yu."
norfolk-suffolk,Norfolk and Suffolk,BOS-20-8,20,8,Persis Yu,Michael Rush,Michael Rush,291,140,0,431,441,67.5174,32.4826,44.898,64.8567,78.0911,220.0,490.0,430.0,663.0,360,461,"Yu won; Mayor Wu endorsed incumbent Michael Rush, not challenger Persis Yu."
norfolk-suffolk,Norfolk and Suffolk,BOS-20-9,20,9,Persis Yu,Michael Rush,Michael Rush,322,138,0,460,472,70.0,30.0,46.2867,66.0274,78.3019,268.0,579.0,482.0,730.0,415,530,"Yu won; Mayor Wu endorsed incumbent Michael Rush, not challenger Persis Yu."
suffolk-middlesex,Suffolk and Middlesex,BOS-21-1,21,1,Daniel Lander,Will Brownsberger,Daniel Lander,169,102,0,271,284,62.3616,62.3616,52.2648,79.3103,86.2676,150.0,287.0,345.0,435.0,245,284,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-21-10,21,10,Daniel Lander,Will Brownsberger,Daniel Lander,191,64,0,255,270,74.902,74.902,54.0984,80.0587,83.0709,132.0,244.0,273.0,341.0,211,254,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-21-11,21,11,Daniel Lander,Will Brownsberger,Daniel Lander,174,92,0,266,279,65.4135,65.4135,59.5318,81.7978,86.5052,178.0,299.0,364.0,445.0,250,289,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-21-12,21,12,Daniel Lander,Will Brownsberger,Daniel Lander,130,109,0,239,264,54.3933,54.3933,34.3949,72.1973,81.9277,108.0,314.0,322.0,446.0,204,249,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-21-13,21,13,Daniel Lander,Will Brownsberger,Daniel Lander,203,161,0,364,387,55.7692,55.7692,43.2892,70.1429,78.125,229.0,529.0,491.0,700.0,350,448,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-21-14,21,14,Daniel Lander,Will Brownsberger,Daniel Lander,122,70,0,192,203,63.5417,63.5417,54.6512,80.6324,88.601,94.0,172.0,204.0,253.0,171,193,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-21-15,21,15,Daniel Lander,Will Brownsberger,Daniel Lander,163,80,0,243,257,67.0782,67.0782,67.4107,82.8488,91.8552,151.0,224.0,285.0,344.0,203,221,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-21-16,21,16,Daniel Lander,Will Brownsberger,Daniel Lander,176,183,0,359,381,49.0251,49.0251,47.4874,74.9522,78.7966,189.0,398.0,392.0,523.0,275,349,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-21-2,21,2,Daniel Lander,Will Brownsberger,Daniel Lander,26,10,0,36,39,72.2222,72.2222,54.3478,77.7778,88.8889,25.0,46.0,63.0,81.0,40,45,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-21-3,21,3,Daniel Lander,Will Brownsberger,Daniel Lander,115,44,0,159,168,72.327,72.327,60.5263,82.0513,88.2353,92.0,152.0,192.0,234.0,120,136,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-21-4,21,4,Daniel Lander,Will Brownsberger,Daniel Lander,96,48,0,144,150,66.6667,66.6667,63.8462,88.7324,88.0597,83.0,130.0,189.0,213.0,118,134,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-21-5,21,5,Daniel Lander,Will Brownsberger,Daniel Lander,169,84,0,253,262,66.7984,66.7984,62.0253,87.4652,93.1159,147.0,237.0,314.0,359.0,257,276,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-21-6,21,6,Daniel Lander,Will Brownsberger,Daniel Lander,156,123,0,279,294,55.914,55.914,54.9242,79.4286,80.4348,145.0,264.0,278.0,350.0,222,276,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-21-7,21,7,Daniel Lander,Will Brownsberger,Daniel Lander,155,90,0,245,257,63.2653,63.2653,54.0741,82.0442,84.8214,146.0,270.0,297.0,362.0,190,224,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-21-8,21,8,Daniel Lander,Will Brownsberger,Daniel Lander,227,87,0,314,329,72.293,72.293,60.0,86.3109,89.3939,171.0,285.0,372.0,431.0,295,330,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-21-9,21,9,Daniel Lander,Will Brownsberger,Daniel Lander,232,106,0,338,355,68.6391,68.6391,51.1254,81.6514,82.8645,159.0,311.0,356.0,436.0,324,391,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-22-1,22,1,Daniel Lander,Will Brownsberger,Daniel Lander,169,113,0,282,308,59.9291,59.9291,49.7354,74.9091,80.805,188.0,378.0,412.0,550.0,261,323,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-22-10,22,10,Daniel Lander,Will Brownsberger,Daniel Lander,222,120,0,342,361,64.9123,64.9123,51.6209,67.6525,79.1667,207.0,401.0,366.0,541.0,266,336,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-22-11,22,11,Daniel Lander,Will Brownsberger,Daniel Lander,155,110,0,265,274,58.4906,58.4906,48.913,60.6516,74.0,135.0,276.0,242.0,399.0,185,250,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-22-12,22,12,Daniel Lander,Will Brownsberger,Daniel Lander,125,102,0,227,243,55.0661,55.0661,39.4984,55.7214,69.5971,126.0,319.0,224.0,402.0,190,273,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-22-13,22,13,Daniel Lander,Will Brownsberger,Daniel Lander,107,103,0,210,228,50.9524,50.9524,46.5812,62.7692,81.9512,109.0,234.0,204.0,325.0,168,205,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-22-2,22,2,Daniel Lander,Will Brownsberger,Daniel Lander,268,159,0,427,456,62.7635,62.7635,58.6864,78.0381,82.9099,277.0,472.0,533.0,683.0,359,433,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-22-3,22,3,Daniel Lander,Will Brownsberger,Daniel Lander,239,148,0,387,416,61.7571,61.7571,49.642,68.2566,77.4684,208.0,419.0,415.0,608.0,306,395,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-22-4,22,4,Daniel Lander,Will Brownsberger,Daniel Lander,200,163,0,363,373,55.0964,55.0964,52.7624,73.7705,84.9727,191.0,362.0,405.0,549.0,311,366,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-22-5,22,5,Daniel Lander,Will Brownsberger,Daniel Lander,159,76,0,235,245,67.6596,67.6596,50.2283,76.9679,82.5328,110.0,219.0,264.0,343.0,189,229,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-22-6,22,6,Daniel Lander,Will Brownsberger,Daniel Lander,114,74,0,188,197,60.6383,60.6383,46.0581,71.6867,76.7956,111.0,241.0,238.0,332.0,139,181,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-22-7,22,7,Daniel Lander,Will Brownsberger,Daniel Lander,192,148,0,340,351,56.4706,56.4706,52.0305,68.1004,79.6791,205.0,394.0,380.0,558.0,298,374,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-22-8,22,8,Daniel Lander,Will Brownsberger,Daniel Lander,112,118,0,230,245,48.6957,48.6957,53.7954,66.9767,76.6917,163.0,303.0,288.0,430.0,204,266,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-22-9,22,9,Daniel Lander,Will Brownsberger,Daniel Lander,141,111,0,252,262,55.9524,55.9524,48.9933,65.9619,74.4681,146.0,298.0,312.0,473.0,210,282,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-04-10,4,10,Daniel Lander,Will Brownsberger,Daniel Lander,20,25,0,45,48,44.4444,44.4444,52.7637,77.2822,86.9565,23.2357,44.0373,52.975,68.5475,40,46,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-04-12,4,12,Daniel Lander,Will Brownsberger,Daniel Lander,33,31,0,64,66,51.5625,51.5625,40.8652,76.4675,77.1084,45.8912,112.299,120.0033,156.9337,64,83,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-05-10,5,10,Daniel Lander,Will Brownsberger,Daniel Lander,91,57,0,148,158,61.4865,61.4865,47.8723,74.8744,77.439,116.2743,242.884,256.6647,342.7937,127,164,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-05-12,5,12,Daniel Lander,Will Brownsberger,Daniel Lander,94,61,0,155,163,60.6452,60.6452,52.3845,81.9518,86.0606,119.1046,227.3662,282.9875,345.3099,142,165,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-05-15,5,15,Daniel Lander,Will Brownsberger,Daniel Lander,67,105,0,172,186,38.9535,38.9535,46.1243,69.6755,70.6731,102.9603,223.2237,231.1298,331.7232,147,208,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
suffolk-middlesex,Suffolk and Middlesex,BOS-05-2,5,2,Daniel Lander,Will Brownsberger,Daniel Lander,119,92,0,211,234,56.3981,56.3981,52.0565,81.9245,85.098,115.8954,222.6338,275.0125,335.6901,217,255,Brownsberger won the districtwide recount by 35 votes; Lander was endorsed by Mayor Wu.
